"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"93RSMDBK","book","1988","Seed, David","The fictional labyrinths of Thomas Pynchon","","978-1-349-08749-5","","","","","1988","2024-03-29 21:45:26","2024-07-14 02:04:20","","","268","","","","","","","","","","Macmillan","Basingstoke","eng","","","","","Open WorldCat","","OCLC: 648203594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJZVIIC8","book","1978","Siegel, Mark Richard","Pynchon: creative paranoia in Gravity's Rainbow","","978-0-8046-9213-7","","","","","1978","2024-03-29 21:45:28","2024-03-29 21:45:28","","","138","","","","","Pynchon","National University Publications","","","","Kennikat","Port Washington, NY","eng","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65YWDSD2","book","2002","Sigvardson, Joakim","Immanence and transcendence in Thomas Pynchon's Mason & Dixon: a phenomenological study","","978-91-22-01962-6","","","","","2002","2024-03-29 21:45:29","2024-03-29 21:45:29","","","158","","","","","Immanence and transcendence in Thomas Pynchon's Mason & Dixon","Stockholm studies in English","97","","","Almqvist & Wiksell International","Stockholm","eng","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3MQNNDUV","book","1974","Slade, Joseph W.","Thomas Pynchon","","978-0-446-78523-5","","","","","1974","2024-03-29 21:45:32","2024-07-14 02:04:42","","","238","","","","","","","","","","Warner Paperback Library","New York","eng","","","","","Open WorldCat","","OCLC: 1207095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJE3YMQT","book","1990","Slade, Joseph W.","Thomas Pynchon","","978-0-8204-1031-9","","","","","1990","2024-03-29 21:45:33","2024-03-29 21:45:33","","","238","","","","","","Worcester Polytechnic Institute studies in science, technology, and culture","5","","","Lang","New York Bern Frankfurt am Main Paris","eng","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YUGPBNKN","book","2013","Smith, Evans Lansing","Thomas Pynchon and the postmodern mythology of the underworld","","978-1-4331-2027-5 978-1-4539-0951-5","","","","","2013","2024-03-29 21:45:33","2024-03-29 21:45:33","","","345","","","","","","Modern American literature: new approaches","v. 62","","","Peter Lang","New York","","","","","","Library of Congress ISBN","PS3566.Y55 Z884 2013","","","","","","Criticism and interpretation; Pynchon, Thomas; Gnosticism in literature; Mythology in literature; Voyages to the otherworld in literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCCMIK5B","book","2005","Smith, Shawn","Pynchon and history: metahistorical rhetoric and postmodern narrative form in the novels of Thomas Pynchon","","978-1-135-49264-9","","","","First Published in 2005. Routledge is an imprint of Taylor & Francis, an informa company","2005","2024-03-29 21:45:35","2024-07-14 02:05:24","","","248","","","","","Pynchon and history","","","","","Routledge","New York","eng","","","","","Open WorldCat","","OCLC: 862746072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAKGII9X","book","1980","Stark, John O.","Pynchon's fictions: Thomas Pynchon and the literature of information","","978-0-8214-0419-5","","","","","1980","2024-03-29 21:45:36","2024-03-29 21:45:36","","","183","","","","","Pynchon's fictions","","","","","Ohio University Press","Athens","","","","","","Library of Congress ISBN","PS3566.Y55 Z89","","","","","","Criticism and interpretation; Pynchon, Thomas; Knowledge and learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UHB5DCMM","book","1982","Tanner, Tony","Thomas Pynchon","","978-0-416-31670-4","","","","","1982","2024-03-29 21:45:36","2024-03-29 21:45:36","","","95","","","","","","Contemporary writers","","","","Methuen","London ; New York","","","","","","Library of Congress ISBN","PS3566.Y55 Z9 1982","","","","","","Criticism and interpretation; Pynchon, Thomas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9L767QU3","book","2011","Thomas, Samuel","Pynchon and the political","","978-0-415-80914-6","","","","","2011","2024-03-29 21:45:37","2024-03-29 21:45:37","","","203","","","","","","Studies in major literary authors","","","","Routledge","New York","eng","","","","","K10plus ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","1. issued in paperback","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKZVJ2GF","book","2010","Trainini, Marco; Vittorini, Fabio","A silent extinction: saggio su ""L'arcobaleno della gravità""di Thomas Pynchon","","978-88-7695-424-5","","","","","2010","2024-03-29 21:45:38","2024-07-14 02:06:59","","","205","","","","","A silent extinction","","","","","Arcipelago","Milano","ita","","","","","BnF ISBN","","","","","","","","","","","","","","","","","","","","","","","","","","","1. ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LX2GFSCL","book","1988","Weisenburger, Steven","A Gravity's rainbow companion: sources and contexts for Pynchon's novel","","978-0-8203-1025-1 978-0-8203-1026-8","","","","","1988","2024-03-29 21:45:39","2024-03-29 21:45:39","","","345","","","","","A Gravity's rainbow companion","","","","","University of Georgia Press","Athens, Ga","","","","","","Library of Congress ISBN","PS3566.Y55 G7395 1988","","","","","","Pynchon, Thomas; Gravity's rainbow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGBPA2CU","book","2006","Weisenburger, Steven","A Gravity's rainbow companion: sources and contexts for Pynchon's novel","","978-0-8203-2811-9 978-0-8203-2807-2","","","","","2006","2024-03-29 21:45:39","2024-03-29 21:45:39","","","412","","","","","A Gravity's rainbow companion","","","","","University of Georgia Press","Athens","","","","","","Library of Congress ISBN","PS3566.Y55 G7395 2006","OCLC: ocm67361108","","","","","Pynchon, Thomas; Gravity's rainbow","","","","","","","","","","","","","","","","","","","","2nd ed., rev. and expanded., Completely updated ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9C36CD4","book","2008","Witzling, David","Everybody's America: Thomas Pynchon, race, and the cultures of postmodernism","","978-0-415-97925-2","","","","","2008","2024-03-29 21:45:41","2024-03-29 21:45:41","","","223","","","","","Everybody's America","Studies in major literary authors","","","","Routledge","New York","","","","","","Library of Congress ISBN","PS3566.Y55 Z97 2008","OCLC: ocn187300249","","","","","20th century; Criticism and interpretation; Pynchon, Thomas; History; Postmodernism (Literature); United States; African Americans; African Americans in literature; Multiculturalism in literature; Politics and literature; Race identity; Race in literature; Race relations in literature; Racism in literature; White people in literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASMTW7YK","book","1986","Zadworna-Fjellestad, Danuta","Alice's adventures in Wonderland and gravity's rainbow: a study in duplex fiction","","978-91-22-99831-0","","","","","1986","2024-03-29 21:45:43","2024-07-14 02:10:24","","","123","","","","","Alice's adventures in Wonderland and gravity's rainbow","","","","","Almquist & Wiksell International","","eng","","","","","Open WorldCat","","OCLC: 1050480997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYCBSWT9","book","2003","","Thomas Pynchon: reading from the margins","","978-0-8386-3954-2","","","","","2003","2024-03-29 21:48:53","2024-03-29 21:48:53","","","256","","","","","Thomas Pynchon","","","","","Fairleigh Dickinson Univ. Press [u.a.]","Madison","eng","","","","","K10plus ISBN","","","","/Users/erik/Zotero/storage/EGXCKMXM/Abbas - 2003 - Thomas Pynchon reading from the margins.pdf","","","","Abbas, Niran B.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BC4VC3VF","book","2003","","La dissoluzione onesta: scritti su Thomas Pynchon","","978-88-85414-83-9","","","","","2003","2024-03-29 21:48:56","2024-03-29 21:48:56","","","246","","","","","La dissoluzione onesta","Virus","","","","Cronopio","Napoli","","","","","","Library of Congress ISBN","PS3566.Y55 Z625 2003","","","","","","Criticism and interpretation; Pynchon, Thomas; Congresses","Alfano, Giancarlo; Carratello, Mattia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJ3VWGVI","book","2014","麻生享志, 木原善彦 編著 ; ブライアン・マクヘイル, 長澤唯史, 波戶岡景太, 石割隆喜, 三浦玲一, 巽孝之, 大串尚代 [著].; 麻生 享志; 木原 善彦; McHale, Brian; 長澤 唯史.; 波戶岡 景太","トマス・ピンチョン","","978-4-7791-2003-9","","","","","2014-06","2024-03-29 21:48:59","2024-03-29 21:48:59","","","","","","","","","","","","","彩流社","Tōkyō","jpn","","","","","Open WorldCat","","OCLC: 883171812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTKT7RKM","book","1994","Bianchi, P.; Cassola, Arnold; Serracino Inglott, Peter","Pynchon Malta and Wittgenstein","","978-99909-44-08-2","","","","","1994","2024-03-29 21:49:00","2024-03-29 21:49:00","","","73","","","","","","","","","","Malta University Publishers","Malta","","","","","","Library of Congress ISBN","PS3566.Y55 Z575 1994","","","","","","Criticism and interpretation; Pynchon, Thomas; In literature; Wittgenstein, Ludwig; Malta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADPG5557","book","1986","","Thomas Pynchon","","978-0-87754-715-0","","","","A collection of critical essays on Pynchon and his works. Also includes a chronology of events in the author's life","1986","2024-03-29 21:49:01","2024-03-29 21:49:01","","","232","","","","","","Modern critical views","","","","Chelsea House Publishers","New York","","","","","","Library of Congress ISBN","PS3566.Y55 Z94 1986","","","","","","History and criticism; Criticism and interpretation; Pynchon, Thomas; American literature","Bloom, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8UKPEMLG","book","2003","","Thomas Pynchon","","978-0-7910-7445-9","","","","","2003","2024-03-29 21:49:01","2024-03-29 21:49:01","","","322","","","","","","Bloom's modern critical views","","","","Chelsea House Publishers","Philadelphia","","","","","","Library of Congress ISBN","PS3566.Y55 Z94 2003b","","","","","","Criticism and interpretation; Pynchon, Thomas","Bloom, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQJKMIHA","book","1986","","Thomas Pynchon's Gravity's rainbow","","978-1-55546-062-4","","","","A collection of critical essays on Pynchon's ""Gravity's Rainbow"" arranged in chronological order of publication","1986","2024-03-29 21:49:02","2024-03-29 21:49:02","","","127","","","","","","Modern critical interpretations","","","","Chelsea House Publishers","New York","","","","","","Library of Congress ISBN","PS3566.Y55 G739 1986","","","","","","History and criticism; Pynchon, Thomas; American literature; Gravity's rainbow","Bloom, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PEICPKE","book","2014","Chorier-Fryd, Bénédicte; Chamerois, Gilles","Thomas Pynchon","","978-2-36781-022-5","","","","","2014","2024-03-29 21:49:04","2024-03-29 21:49:04","","","","","","","","","Horizons anglophones","","","","Presses universitaires de la Méditerranée","Montpellier","eng","","","","","BnF ISBN","813.54 (critique)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
